path,emotion_id,emotion,intensity,statement,repetition,actor
../data/raw\Actor_06\03-01-05-01-01-01-06.wav,05,angry,01,01,01,06
../data/raw\Actor_06\03-01-05-01-01-02-06.wav,05,angry,01,01,02,06
../data/raw\Actor_06\03-01-05-01-02-01-06.wav,05,angry,01,02,01,06
../data/raw\Actor_06\03-01-05-01-02-02-06.wav,05,angry,01,02,02,06
../data/raw\Actor_06\03-01-05-02-01-01-06.wav,05,angry,02,01,01,06
../data/raw\Actor_06\03-01-05-02-01-02-06.wav,05,angry,02,01,02,06
../data/raw\Actor_06\03-01-05-02-02-01-06.wav,05,angry,02,02,01,06
../data/raw\Actor_06\03-01-05-02-02-02-06.wav,05,angry,02,02,02,06
../data/raw\Actor_06\03-01-06-01-01-01-06.wav,06,fearful,01,01,01,06
../data/raw\Actor_06\03-01-06-01-01-02-06.wav,06,fearful,01,01,02,06
../data/raw\Actor_06\03-01-06-01-02-01-06.wav,06,fearful,01,02,01,06
../data/raw\Actor_06\03-01-06-01-02-02-06.wav,06,fearful,01,02,02,06
../data/raw\Actor_06\03-01-06-02-01-01-06.wav,06,fearful,02,01,01,06
../data/raw\Actor_06\03-01-06-02-01-02-06.wav,06,fearful,02,01,02,06
../data/raw\Actor_06\03-01-06-02-02-01-06.wav,06,fearful,02,02,01,06
../data/raw\Actor_06\03-01-06-02-02-02-06.wav,06,fearful,02,02,02,06
../data/raw\Actor_06\03-01-07-01-01-01-06.wav,07,disgust,01,01,01,06
../data/raw\Actor_06\03-01-07-01-01-02-06.wav,07,disgust,01,01,02,06
../data/raw\Actor_06\03-01-07-01-02-01-06.wav,07,disgust,01,02,01,06
../data/raw\Actor_06\03-01-07-01-02-02-06.wav,07,disgust,01,02,02,06
../data/raw\Actor_06\03-01-07-02-01-01-06.wav,07,disgust,02,01,01,06
../data/raw\Actor_06\03-01-07-02-01-02-06.wav,07,disgust,02,01,02,06
../data/raw\Actor_06\03-01-07-02-02-01-06.wav,07,disgust,02,02,01,06
../data/raw\Actor_06\03-01-07-02-02-02-06.wav,07,disgust,02,02,02,06
../data/raw\Actor_06\03-01-08-01-01-01-06.wav,08,surprised,01,01,01,06
../data/raw\Actor_06\03-01-08-01-01-02-06.wav,08,surprised,01,01,02,06
../data/raw\Actor_06\03-01-08-01-02-01-06.wav,08,surprised,01,02,01,06
../data/raw\Actor_06\03-01-08-01-02-02-06.wav,08,surprised,01,02,02,06
../data/raw\Actor_06\03-01-08-02-01-01-06.wav,08,surprised,02,01,01,06
../data/raw\Actor_06\03-01-08-02-01-02-06.wav,08,surprised,02,01,02,06
../data/raw\Actor_06\03-01-08-02-02-01-06.wav,08,surprised,02,02,01,06
../data/raw\Actor_06\03-01-08-02-02-02-06.wav,08,surprised,02,02,02,06
../data/raw\Actor_07\03-01-01-01-01-01-07.wav,01,neutral,01,01,01,07
../data/raw\Actor_07\03-01-01-01-01-02-07.wav,01,neutral,01,01,02,07
../data/raw\Actor_07\03-01-01-01-02-01-07.wav,01,neutral,01,02,01,07
../data/raw\Actor_07\03-01-01-01-02-02-07.wav,01,neutral,01,02,02,07
../data/raw\Actor_07\03-01-02-01-01-01-07.wav,02,calm,01,01,01,07
../data/raw\Actor_07\03-01-02-01-01-02-07.wav,02,calm,01,01,02,07
../data/raw\Actor_07\03-01-02-01-02-01-07.wav,02,calm,01,02,01,07
../data/raw\Actor_07\03-01-02-01-02-02-07.wav,02,calm,01,02,02,07
../data/raw\Actor_07\03-01-02-02-01-01-07.wav,02,calm,02,01,01,07
../data/raw\Actor_07\03-01-02-02-01-02-07.wav,02,calm,02,01,02,07
../data/raw\Actor_07\03-01-02-02-02-01-07.wav,02,calm,02,02,01,07
../data/raw\Actor_07\03-01-02-02-02-02-07.wav,02,calm,02,02,02,07
../data/raw\Actor_07\03-01-03-01-01-01-07.wav,03,happy,01,01,01,07
../data/raw\Actor_07\03-01-03-01-01-02-07.wav,03,happy,01,01,02,07
../data/raw\Actor_07\03-01-03-01-02-01-07.wav,03,happy,01,02,01,07
../data/raw\Actor_07\03-01-03-01-02-02-07.wav,03,happy,01,02,02,07
../data/raw\Actor_07\03-01-03-02-01-01-07.wav,03,happy,02,01,01,07
../data/raw\Actor_07\03-01-03-02-01-02-07.wav,03,happy,02,01,02,07
../data/raw\Actor_07\03-01-03-02-02-01-07.wav,03,happy,02,02,01,07
../data/raw\Actor_07\03-01-03-02-02-02-07.wav,03,happy,02,02,02,07
../data/raw\Actor_07\03-01-04-01-01-01-07.wav,04,sad,01,01,01,07
../data/raw\Actor_07\03-01-04-01-01-02-07.wav,04,sad,01,01,02,07
../data/raw\Actor_07\03-01-04-01-02-01-07.wav,04,sad,01,02,01,07
../data/raw\Actor_07\03-01-04-01-02-02-07.wav,04,sad,01,02,02,07
../data/raw\Actor_07\03-01-04-02-01-01-07.wav,04,sad,02,01,01,07
../data/raw\Actor_07\03-01-04-02-01-02-07.wav,04,sad,02,01,02,07
../data/raw\Actor_07\03-01-04-02-02-01-07.wav,04,sad,02,02,01,07
../data/raw\Actor_07\03-01-04-02-02-02-07.wav,04,sad,02,02,02,07
../data/raw\Actor_07\03-01-05-01-01-01-07.wav,05,angry,01,01,01,07
../data/raw\Actor_07\03-01-05-01-01-02-07.wav,05,angry,01,01,02,07
../data/raw\Actor_07\03-01-05-01-02-01-07.wav,05,angry,01,02,01,07
../data/raw\Actor_07\03-01-05-01-02-02-07.wav,05,angry,01,02,02,07
../data/raw\Actor_07\03-01-05-02-01-01-07.wav,05,angry,02,01,01,07
../data/raw\Actor_07\03-01-05-02-01-02-07.wav,05,angry,02,01,02,07
../data/raw\Actor_07\03-01-05-02-02-01-07.wav,05,angry,02,02,01,07
../data/raw\Actor_07\03-01-05-02-02-02-07.wav,05,angry,02,02,02,07
../data/raw\Actor_07\03-01-06-01-01-01-07.wav,06,fearful,01,01,01,07
../data/raw\Actor_07\03-01-06-01-01-02-07.wav,06,fearful,01,01,02,07
../data/raw\Actor_07\03-01-06-01-02-01-07.wav,06,fearful,01,02,01,07
../data/raw\Actor_07\03-01-06-01-02-02-07.wav,06,fearful,01,02,02,07
../data/raw\Actor_07\03-01-06-02-01-01-07.wav,06,fearful,02,01,01,07
../data/raw\Actor_07\03-01-06-02-01-02-07.wav,06,fearful,02,01,02,07
../data/raw\Actor_07\03-01-06-02-02-01-07.wav,06,fearful,02,02,01,07
../data/raw\Actor_07\03-01-06-02-02-02-07.wav,06,fearful,02,02,02,07
../data/raw\Actor_07\03-01-07-01-01-01-07.wav,07,disgust,01,01,01,07
../data/raw\Actor_07\03-01-07-01-01-02-07.wav,07,disgust,01,01,02,07
../data/raw\Actor_07\03-01-07-01-02-01-07.wav,07,disgust,01,02,01,07
../data/raw\Actor_07\03-01-07-01-02-02-07.wav,07,disgust,01,02,02,07
../data/raw\Actor_07\03-01-07-02-01-01-07.wav,07,disgust,02,01,01,07
../data/raw\Actor_07\03-01-07-02-01-02-07.wav,07,disgust,02,01,02,07
../data/raw\Actor_07\03-01-07-02-02-01-07.wav,07,disgust,02,02,01,07
../data/raw\Actor_07\03-01-07-02-02-02-07.wav,07,disgust,02,02,02,07
../data/raw\Actor_07\03-01-08-01-01-01-07.wav,08,surprised,01,01,01,07
../data/raw\Actor_07\03-01-08-01-01-02-07.wav,08,surprised,01,01,02,07
../data/raw\Actor_07\03-01-08-01-02-01-07.wav,08,surprised,01,02,01,07
../data/raw\Actor_07\03-01-08-01-02-02-07.wav,08,surprised,01,02,02,07
../data/raw\Actor_07\03-01-08-02-01-01-07.wav,08,surprised,02,01,01,07
../data/raw\Actor_07\03-01-08-02-01-02-07.wav,08,surprised,02,01,02,07
../data/raw\Actor_07\03-01-08-02-02-01-07.wav,08,surprised,02,02,01,07
../data/raw\Actor_07\03-01-08-02-02-02-07.wav,08,surprised,02,02,02,07
../data/raw\Actor_08\03-01-01-01-01-01-08.wav,01,neutral,01,01,01,08
../data/raw\Actor_08\03-01-01-01-01-02-08.wav,01,neutral,01,01,02,08
../data/raw\Actor_08\03-01-01-01-02-01-08.wav,01,neutral,01,02,01,08
../data/raw\Actor_08\03-01-01-01-02-02-08.wav,01,neutral,01,02,02,08
../data/raw\Actor_08\03-01-02-01-01-01-08.wav,02,calm,01,01,01,08
../data/raw\Actor_08\03-01-02-01-01-02-08.wav,02,calm,01,01,02,08
../data/raw\Actor_08\03-01-02-01-02-01-08.wav,02,calm,01,02,01,08
../data/raw\Actor_08\03-01-02-01-02-02-08.wav,02,calm,01,02,02,08
../data/raw\Actor_08\03-01-02-02-01-01-08.wav,02,calm,02,01,01,08
../data/raw\Actor_08\03-01-02-02-01-02-08.wav,02,calm,02,01,02,08
../data/raw\Actor_08\03-01-02-02-02-01-08.wav,02,calm,02,02,01,08
../data/raw\Actor_08\03-01-02-02-02-02-08.wav,02,calm,02,02,02,08
../data/raw\Actor_08\03-01-03-01-01-01-08.wav,03,happy,01,01,01,08
../data/raw\Actor_08\03-01-03-01-01-02-08.wav,03,happy,01,01,02,08
../data/raw\Actor_08\03-01-03-01-02-01-08.wav,03,happy,01,02,01,08
../data/raw\Actor_08\03-01-03-01-02-02-08.wav,03,happy,01,02,02,08
../data/raw\Actor_08\03-01-03-02-01-01-08.wav,03,happy,02,01,01,08
../data/raw\Actor_08\03-01-03-02-01-02-08.wav,03,happy,02,01,02,08
../data/raw\Actor_08\03-01-03-02-02-01-08.wav,03,happy,02,02,01,08
../data/raw\Actor_08\03-01-03-02-02-02-08.wav,03,happy,02,02,02,08
../data/raw\Actor_08\03-01-04-01-01-01-08.wav,04,sad,01,01,01,08
../data/raw\Actor_08\03-01-04-01-01-02-08.wav,04,sad,01,01,02,08
../data/raw\Actor_08\03-01-04-01-02-01-08.wav,04,sad,01,02,01,08
../data/raw\Actor_08\03-01-04-01-02-02-08.wav,04,sad,01,02,02,08
../data/raw\Actor_08\03-01-04-02-01-01-08.wav,04,sad,02,01,01,08
../data/raw\Actor_08\03-01-04-02-01-02-08.wav,04,sad,02,01,02,08
../data/raw\Actor_08\03-01-04-02-02-01-08.wav,04,sad,02,02,01,08
../data/raw\Actor_08\03-01-04-02-02-02-08.wav,04,sad,02,02,02,08
../data/raw\Actor_08\03-01-05-01-01-01-08.wav,05,angry,01,01,01,08
../data/raw\Actor_08\03-01-05-01-01-02-08.wav,05,angry,01,01,02,08
../data/raw\Actor_08\03-01-05-01-02-01-08.wav,05,angry,01,02,01,08
../data/raw\Actor_08\03-01-05-01-02-02-08.wav,05,angry,01,02,02,08
../data/raw\Actor_08\03-01-05-02-01-01-08.wav,05,angry,02,01,01,08
../data/raw\Actor_08\03-01-05-02-01-02-08.wav,05,angry,02,01,02,08
../data/raw\Actor_08\03-01-05-02-02-01-08.wav,05,angry,02,02,01,08
../data/raw\Actor_08\03-01-05-02-02-02-08.wav,05,angry,02,02,02,08
../data/raw\Actor_08\03-01-06-01-01-01-08.wav,06,fearful,01,01,01,08
../data/raw\Actor_08\03-01-06-01-01-02-08.wav,06,fearful,01,01,02,08
../data/raw\Actor_08\03-01-06-01-02-01-08.wav,06,fearful,01,02,01,08
../data/raw\Actor_08\03-01-06-01-02-02-08.wav,06,fearful,01,02,02,08
../data/raw\Actor_08\03-01-06-02-01-01-08.wav,06,fearful,02,01,01,08
../data/raw\Actor_08\03-01-06-02-01-02-08.wav,06,fearful,02,01,02,08
../data/raw\Actor_08\03-01-06-02-02-01-08.wav,06,fearful,02,02,01,08
../data/raw\Actor_08\03-01-06-02-02-02-08.wav,06,fearful,02,02,02,08
../data/raw\Actor_08\03-01-07-01-01-01-08.wav,07,disgust,01,01,01,08
../data/raw\Actor_08\03-01-07-01-01-02-08.wav,07,disgust,01,01,02,08
../data/raw\Actor_08\03-01-07-01-02-01-08.wav,07,disgust,01,02,01,08
../data/raw\Actor_08\03-01-07-01-02-02-08.wav,07,disgust,01,02,02,08
../data/raw\Actor_08\03-01-07-02-01-01-08.wav,07,disgust,02,01,01,08
../data/raw\Actor_08\03-01-07-02-01-02-08.wav,07,disgust,02,01,02,08
../data/raw\Actor_08\03-01-07-02-02-01-08.wav,07,disgust,02,02,01,08
../data/raw\Actor_08\03-01-07-02-02-02-08.wav,07,disgust,02,02,02,08
../data/raw\Actor_08\03-01-08-01-01-01-08.wav,08,surprised,01,01,01,08
../data/raw\Actor_08\03-01-08-01-01-02-08.wav,08,surprised,01,01,02,08
../data/raw\Actor_08\03-01-08-01-02-01-08.wav,08,surprised,01,02,01,08
../data/raw\Actor_08\03-01-08-01-02-02-08.wav,08,surprised,01,02,02,08
../data/raw\Actor_08\03-01-08-02-01-01-08.wav,08,surprised,02,01,01,08
../data/raw\Actor_08\03-01-08-02-01-02-08.wav,08,surprised,02,01,02,08
../data/raw\Actor_08\03-01-08-02-02-01-08.wav,08,surprised,02,02,01,08
../data/raw\Actor_08\03-01-08-02-02-02-08.wav,08,surprised,02,02,02,08
../data/raw\Actor_09\03-01-01-01-01-01-09.wav,01,neutral,01,01,01,09
../data/raw\Actor_09\03-01-01-01-01-02-09.wav,01,neutral,01,01,02,09
../data/raw\Actor_09\03-01-01-01-02-01-09.wav,01,neutral,01,02,01,09
../data/raw\Actor_09\03-01-01-01-02-02-09.wav,01,neutral,01,02,02,09
../data/raw\Actor_09\03-01-02-01-01-01-09.wav,02,calm,01,01,01,09
../data/raw\Actor_09\03-01-02-01-01-02-09.wav,02,calm,01,01,02,09
../data/raw\Actor_09\03-01-02-01-02-01-09.wav,02,calm,01,02,01,09
../data/raw\Actor_09\03-01-02-01-02-02-09.wav,02,calm,01,02,02,09
../data/raw\Actor_09\03-01-02-02-01-01-09.wav,02,calm,02,01,01,09
../data/raw\Actor_09\03-01-02-02-01-02-09.wav,02,calm,02,01,02,09
../data/raw\Actor_09\03-01-02-02-02-01-09.wav,02,calm,02,02,01,09
../data/raw\Actor_09\03-01-02-02-02-02-09.wav,02,calm,02,02,02,09
../data/raw\Actor_09\03-01-03-01-01-01-09.wav,03,happy,01,01,01,09
../data/raw\Actor_09\03-01-03-01-01-02-09.wav,03,happy,01,01,02,09
../data/raw\Actor_09\03-01-03-01-02-01-09.wav,03,happy,01,02,01,09
../data/raw\Actor_09\03-01-03-01-02-02-09.wav,03,happy,01,02,02,09
../data/raw\Actor_09\03-01-03-02-01-01-09.wav,03,happy,02,01,01,09
../data/raw\Actor_09\03-01-03-02-01-02-09.wav,03,happy,02,01,02,09
../data/raw\Actor_09\03-01-03-02-02-01-09.wav,03,happy,02,02,01,09
../data/raw\Actor_09\03-01-03-02-02-02-09.wav,03,happy,02,02,02,09
../data/raw\Actor_09\03-01-04-01-01-01-09.wav,04,sad,01,01,01,09
../data/raw\Actor_09\03-01-04-01-01-02-09.wav,04,sad,01,01,02,09
../data/raw\Actor_09\03-01-04-01-02-01-09.wav,04,sad,01,02,01,09
../data/raw\Actor_09\03-01-04-01-02-02-09.wav,04,sad,01,02,02,09
../data/raw\Actor_09\03-01-04-02-01-01-09.wav,04,sad,02,01,01,09
../data/raw\Actor_09\03-01-04-02-01-02-09.wav,04,sad,02,01,02,09
../data/raw\Actor_09\03-01-04-02-02-01-09.wav,04,sad,02,02,01,09
../data/raw\Actor_09\03-01-04-02-02-02-09.wav,04,sad,02,02,02,09
../data/raw\Actor_09\03-01-05-01-01-01-09.wav,05,angry,01,01,01,09
../data/raw\Actor_09\03-01-05-01-01-02-09.wav,05,angry,01,01,02,09
../data/raw\Actor_09\03-01-05-01-02-01-09.wav,05,angry,01,02,01,09
../data/raw\Actor_09\03-01-05-01-02-02-09.wav,05,angry,01,02,02,09
../data/raw\Actor_09\03-01-05-02-01-01-09.wav,05,angry,02,01,01,09
../data/raw\Actor_09\03-01-05-02-01-02-09.wav,05,angry,02,01,02,09
../data/raw\Actor_09\03-01-05-02-02-01-09.wav,05,angry,02,02,01,09
../data/raw\Actor_09\03-01-05-02-02-02-09.wav,05,angry,02,02,02,09
../data/raw\Actor_09\03-01-06-01-01-01-09.wav,06,fearful,01,01,01,09
../data/raw\Actor_09\03-01-06-01-01-02-09.wav,06,fearful,01,01,02,09
../data/raw\Actor_09\03-01-06-01-02-01-09.wav,06,fearful,01,02,01,09
../data/raw\Actor_09\03-01-06-01-02-02-09.wav,06,fearful,01,02,02,09
../data/raw\Actor_09\03-01-06-02-01-01-09.wav,06,fearful,02,01,01,09
../data/raw\Actor_09\03-01-06-02-01-02-09.wav,06,fearful,02,01,02,09
../data/raw\Actor_09\03-01-06-02-02-01-09.wav,06,fearful,02,02,01,09
../data/raw\Actor_09\03-01-06-02-02-02-09.wav,06,fearful,02,02,02,09
../data/raw\Actor_09\03-01-07-01-01-01-09.wav,07,disgust,01,01,01,09
../data/raw\Actor_09\03-01-07-01-01-02-09.wav,07,disgust,01,01,02,09
../data/raw\Actor_09\03-01-07-01-02-01-09.wav,07,disgust,01,02,01,09
../data/raw\Actor_09\03-01-07-01-02-02-09.wav,07,disgust,01,02,02,09
../data/raw\Actor_09\03-01-07-02-01-01-09.wav,07,disgust,02,01,01,09
../data/raw\Actor_09\03-01-07-02-01-02-09.wav,07,disgust,02,01,02,09
../data/raw\Actor_09\03-01-07-02-02-01-09.wav,07,disgust,02,02,01,09
../data/raw\Actor_09\03-01-07-02-02-02-09.wav,07,disgust,02,02,02,09
../data/raw\Actor_09\03-01-08-01-01-01-09.wav,08,surprised,01,01,01,09
../data/raw\Actor_09\03-01-08-01-01-02-09.wav,08,surprised,01,01,02,09
../data/raw\Actor_09\03-01-08-01-02-01-09.wav,08,surprised,01,02,01,09
../data/raw\Actor_09\03-01-08-01-02-02-09.wav,08,surprised,01,02,02,09
../data/raw\Actor_09\03-01-08-02-01-01-09.wav,08,surprised,02,01,01,09
../data/raw\Actor_09\03-01-08-02-01-02-09.wav,08,surprised,02,01,02,09
../data/raw\Actor_09\03-01-08-02-02-01-09.wav,08,surprised,02,02,01,09
../data/raw\Actor_09\03-01-08-02-02-02-09.wav,08,surprised,02,02,02,09
../data/raw\Actor_09\Actor_10\03-01-01-01-01-01-10.wav,01,neutral,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-01-01-01-02-10.wav,01,neutral,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-01-01-02-01-10.wav,01,neutral,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-01-01-02-02-10.wav,01,neutral,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-02-01-01-01-10.wav,02,calm,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-02-01-01-02-10.wav,02,calm,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-02-01-02-01-10.wav,02,calm,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-02-01-02-02-10.wav,02,calm,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-02-02-01-01-10.wav,02,calm,02,01,01,10
../data/raw\Actor_09\Actor_10\03-01-02-02-01-02-10.wav,02,calm,02,01,02,10
../data/raw\Actor_09\Actor_10\03-01-02-02-02-01-10.wav,02,calm,02,02,01,10
../data/raw\Actor_09\Actor_10\03-01-02-02-02-02-10.wav,02,calm,02,02,02,10
../data/raw\Actor_09\Actor_10\03-01-03-01-01-01-10.wav,03,happy,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-03-01-01-02-10.wav,03,happy,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-03-01-02-01-10.wav,03,happy,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-03-01-02-02-10.wav,03,happy,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-03-02-01-01-10.wav,03,happy,02,01,01,10
../data/raw\Actor_09\Actor_10\03-01-03-02-01-02-10.wav,03,happy,02,01,02,10
../data/raw\Actor_09\Actor_10\03-01-03-02-02-01-10.wav,03,happy,02,02,01,10
../data/raw\Actor_09\Actor_10\03-01-03-02-02-02-10.wav,03,happy,02,02,02,10
../data/raw\Actor_09\Actor_10\03-01-04-01-01-01-10.wav,04,sad,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-04-01-01-02-10.wav,04,sad,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-04-01-02-01-10.wav,04,sad,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-04-01-02-02-10.wav,04,sad,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-04-02-01-01-10.wav,04,sad,02,01,01,10
../data/raw\Actor_09\Actor_10\03-01-04-02-01-02-10.wav,04,sad,02,01,02,10
../data/raw\Actor_09\Actor_10\03-01-04-02-02-01-10.wav,04,sad,02,02,01,10
../data/raw\Actor_09\Actor_10\03-01-04-02-02-02-10.wav,04,sad,02,02,02,10
../data/raw\Actor_09\Actor_10\03-01-05-01-01-01-10.wav,05,angry,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-05-01-01-02-10.wav,05,angry,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-05-01-02-01-10.wav,05,angry,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-05-01-02-02-10.wav,05,angry,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-05-02-01-01-10.wav,05,angry,02,01,01,10
../data/raw\Actor_09\Actor_10\03-01-05-02-01-02-10.wav,05,angry,02,01,02,10
../data/raw\Actor_09\Actor_10\03-01-05-02-02-01-10.wav,05,angry,02,02,01,10
../data/raw\Actor_09\Actor_10\03-01-05-02-02-02-10.wav,05,angry,02,02,02,10
../data/raw\Actor_09\Actor_10\03-01-06-01-01-01-10.wav,06,fearful,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-06-01-01-02-10.wav,06,fearful,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-06-01-02-01-10.wav,06,fearful,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-06-01-02-02-10.wav,06,fearful,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-06-02-01-01-10.wav,06,fearful,02,01,01,10
../data/raw\Actor_09\Actor_10\03-01-06-02-01-02-10.wav,06,fearful,02,01,02,10
../data/raw\Actor_09\Actor_10\03-01-06-02-02-01-10.wav,06,fearful,02,02,01,10
../data/raw\Actor_09\Actor_10\03-01-06-02-02-02-10.wav,06,fearful,02,02,02,10
../data/raw\Actor_09\Actor_10\03-01-07-01-01-01-10.wav,07,disgust,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-07-01-01-02-10.wav,07,disgust,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-07-01-02-01-10.wav,07,disgust,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-07-01-02-02-10.wav,07,disgust,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-07-02-01-01-10.wav,07,disgust,02,01,01,10
../data/raw\Actor_09\Actor_10\03-01-07-02-01-02-10.wav,07,disgust,02,01,02,10
../data/raw\Actor_09\Actor_10\03-01-07-02-02-01-10.wav,07,disgust,02,02,01,10
../data/raw\Actor_09\Actor_10\03-01-07-02-02-02-10.wav,07,disgust,02,02,02,10
../data/raw\Actor_09\Actor_10\03-01-08-01-01-01-10.wav,08,surprised,01,01,01,10
../data/raw\Actor_09\Actor_10\03-01-08-01-01-02-10.wav,08,surprised,01,01,02,10
../data/raw\Actor_09\Actor_10\03-01-08-01-02-01-10.wav,08,surprised,01,02,01,10
../data/raw\Actor_09\Actor_10\03-01-08-01-02-02-10.wav,08,surprised,01,02,02,10
../data/raw\Actor_09\Actor_10\03-01-08-02-01-01-10.wav,08,surprised,02,01,01,10
../data/raw\Actor_09\Actor_10\03-01-08-02-01-02-10.wav,08,surprised,02,01,02,10
../data/raw\Actor_09\Actor_10\03-01-08-02-02-01-10.wav,08,surprised,02,02,01,10
../data/raw\Actor_09\Actor_10\03-01-08-02-02-02-10.wav,08,surprised,02,02,02,10
../data/raw\Actor_10\03-01-01-01-01-01-10.wav,01,neutral,01,01,01,10
../data/raw\Actor_10\03-01-01-01-01-02-10.wav,01,neutral,01,01,02,10
../data/raw\Actor_10\03-01-01-01-02-01-10.wav,01,neutral,01,02,01,10
../data/raw\Actor_10\03-01-01-01-02-02-10.wav,01,neutral,01,02,02,10
../data/raw\Actor_10\03-01-02-01-01-01-10.wav,02,calm,01,01,01,10
../data/raw\Actor_10\03-01-02-01-01-02-10.wav,02,calm,01,01,02,10
../data/raw\Actor_10\03-01-02-01-02-01-10.wav,02,calm,01,02,01,10
../data/raw\Actor_10\03-01-02-01-02-02-10.wav,02,calm,01,02,02,10
../data/raw\Actor_10\03-01-02-02-01-01-10.wav,02,calm,02,01,01,10
../data/raw\Actor_10\03-01-02-02-01-02-10.wav,02,calm,02,01,02,10
../data/raw\Actor_10\03-01-02-02-02-01-10.wav,02,calm,02,02,01,10
../data/raw\Actor_10\03-01-02-02-02-02-10.wav,02,calm,02,02,02,10
../data/raw\Actor_10\03-01-03-01-01-01-10.wav,03,happy,01,01,01,10
../data/raw\Actor_10\03-01-03-01-01-02-10.wav,03,happy,01,01,02,10
../data/raw\Actor_10\03-01-03-01-02-01-10.wav,03,happy,01,02,01,10
../data/raw\Actor_10\03-01-03-01-02-02-10.wav,03,happy,01,02,02,10
../data/raw\Actor_10\03-01-03-02-01-01-10.wav,03,happy,02,01,01,10
../data/raw\Actor_10\03-01-03-02-01-02-10.wav,03,happy,02,01,02,10
../data/raw\Actor_10\03-01-03-02-02-01-10.wav,03,happy,02,02,01,10
../data/raw\Actor_10\03-01-03-02-02-02-10.wav,03,happy,02,02,02,10
../data/raw\Actor_10\03-01-04-01-01-01-10.wav,04,sad,01,01,01,10
../data/raw\Actor_10\03-01-04-01-01-02-10.wav,04,sad,01,01,02,10
../data/raw\Actor_10\03-01-04-01-02-01-10.wav,04,sad,01,02,01,10
../data/raw\Actor_10\03-01-04-01-02-02-10.wav,04,sad,01,02,02,10
../data/raw\Actor_10\03-01-04-02-01-01-10.wav,04,sad,02,01,01,10
../data/raw\Actor_10\03-01-04-02-01-02-10.wav,04,sad,02,01,02,10
../data/raw\Actor_10\03-01-04-02-02-01-10.wav,04,sad,02,02,01,10
../data/raw\Actor_10\03-01-04-02-02-02-10.wav,04,sad,02,02,02,10
../data/raw\Actor_10\03-01-05-01-01-01-10.wav,05,angry,01,01,01,10
../data/raw\Actor_10\03-01-05-01-01-02-10.wav,05,angry,01,01,02,10
../data/raw\Actor_10\03-01-05-01-02-01-10.wav,05,angry,01,02,01,10
../data/raw\Actor_10\03-01-05-01-02-02-10.wav,05,angry,01,02,02,10
../data/raw\Actor_10\03-01-05-02-01-01-10.wav,05,angry,02,01,01,10
../data/raw\Actor_10\03-01-05-02-01-02-10.wav,05,angry,02,01,02,10
../data/raw\Actor_10\03-01-05-02-02-01-10.wav,05,angry,02,02,01,10
../data/raw\Actor_10\03-01-05-02-02-02-10.wav,05,angry,02,02,02,10
../data/raw\Actor_10\03-01-06-01-01-01-10.wav,06,fearful,01,01,01,10
../data/raw\Actor_10\03-01-06-01-01-02-10.wav,06,fearful,01,01,02,10
../data/raw\Actor_10\03-01-06-01-02-01-10.wav,06,fearful,01,02,01,10
../data/raw\Actor_10\03-01-06-01-02-02-10.wav,06,fearful,01,02,02,10
../data/raw\Actor_10\03-01-06-02-01-01-10.wav,06,fearful,02,01,01,10
../data/raw\Actor_10\03-01-06-02-01-02-10.wav,06,fearful,02,01,02,10
../data/raw\Actor_10\03-01-06-02-02-01-10.wav,06,fearful,02,02,01,10
../data/raw\Actor_10\03-01-06-02-02-02-10.wav,06,fearful,02,02,02,10
../data/raw\Actor_10\03-01-07-01-01-01-10.wav,07,disgust,01,01,01,10
../data/raw\Actor_10\03-01-07-01-01-02-10.wav,07,disgust,01,01,02,10
../data/raw\Actor_10\03-01-07-01-02-01-10.wav,07,disgust,01,02,01,10
../data/raw\Actor_10\03-01-07-01-02-02-10.wav,07,disgust,01,02,02,10
